"","X.1","X","age","N.speciations","N.extinctions","N.turnover","N.species.speciation","N.species.extinction","raw.speciation.probability","raw.extinction.probability","raw.turnover.probability","HMM.speciation.state","HMM.speciation.state.probability","HMM.extinction.state","HMM.extinction.state.probability","HMM.turnover.probability"
"919",919,920,459.5,42,24,66,337,319,0.124629080118694,0.0752351097178683,0.199864189836563,2,0.132340772852894,6,0.0989071361694721,0.231247909022366
"920",920,921,460,0,0,0,319,319,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"921",921,922,460.5,79,0,79,319,240,0.247648902821317,0,0.247648902821317,1,0.280525587656728,8,0,0.280525587656728
"922",922,923,461,0,0,0,240,240,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"923",923,924,461.5,0,0,0,240,240,0,0,0,3,7.02455010011378e-44,2,5.15591926391112e-190,7.02455010011378e-44
"924",924,925,462,38,39,77,240,241,0.158333333333333,0.161825726141079,0.320159059474412,2,0.132340772852894,6,0.0989071361694721,0.231247909022366
"925",925,926,462.5,0,0,0,241,241,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"926",926,927,463,0,0,0,241,241,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"927",927,928,463.5,0,0,0,241,241,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"928",928,929,464,0,0,0,241,241,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"929",929,930,464.5,0,0,0,241,241,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"930",930,931,465,0,0,0,241,241,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"931",931,932,465.5,72,58,130,241,227,0.298755186721992,0.255506607929515,0.554261794651507,1,0.280525587656728,1,0.258493001811677,0.539018589468405
"932",932,933,466,0,0,0,227,227,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"933",933,934,466.5,0,0,0,227,227,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"934",934,935,467,0,0,0,227,227,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"935",935,936,467.5,0,0,0,227,227,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"936",936,937,468,0,0,0,227,227,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"937",937,938,468.5,0,0,0,227,227,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"938",938,939,469,0,0,0,227,227,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"939",939,940,469.5,0,0,0,227,227,0,0,0,3,7.02455010011378e-44,2,5.15591926391112e-190,7.02455010011378e-44
"940",940,941,470,50,25,75,227,202,0.220264317180617,0.123762376237624,0.34402669341824,1,0.280525587656728,6,0.0989071361694721,0.379432723826201
"941",941,942,470.5,0,0,0,202,202,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"942",942,943,471,0,0,0,202,202,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"943",943,944,471.5,67,38,105,202,173,0.331683168316832,0.219653179190751,0.551336347507583,1,0.280525587656728,1,0.258493001811677,0.539018589468405
"944",944,945,472,0,0,0,173,173,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"945",945,946,472.5,0,0,0,173,173,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"946",946,947,473,0,0,0,173,173,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"947",947,948,473.5,0,0,0,173,173,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"948",948,949,474,0,0,0,173,173,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"949",949,950,474.5,0,0,0,173,173,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"950",950,951,475,0,0,0,173,173,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"951",951,952,475.5,0,0,0,173,173,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"952",952,953,476,0,0,0,173,173,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"953",953,954,476.5,0,0,0,173,173,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"954",954,955,477,0,0,0,173,173,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"955",955,956,477.5,76,48,124,173,145,0.439306358381503,0.331034482758621,0.770340841140124,1,0.280525587656728,1,0.258493001811677,0.539018589468405
"956",956,957,478,0,0,0,145,145,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"957",957,958,478.5,0,0,0,145,145,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"958",958,959,479,0,0,0,145,145,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"959",959,960,479.5,0,0,0,145,145,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"960",960,961,480,0,0,0,145,145,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"961",961,962,480.5,0,0,0,145,145,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"962",962,963,481,0,0,0,145,145,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"963",963,964,481.5,42,24,66,145,127,0.289655172413793,0.188976377952756,0.478631550366549,1,0.280525587656728,1,0.258493001811677,0.539018589468405
"964",964,965,482,0,0,0,127,127,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"965",965,966,482.5,0,0,0,127,127,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"966",966,967,483,0,0,0,127,127,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"967",967,968,483.5,0,0,0,127,127,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"968",968,969,484,0,0,0,127,127,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"969",969,970,484.5,0,0,0,127,127,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"970",970,971,485,0,0,0,127,127,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"971",971,972,485.5,78,25,103,127,74,0.614173228346457,0.337837837837838,0.952011066184295,1,0.280525587656728,1,0.258493001811677,0.539018589468405
"972",972,973,486,0,24,24,74,98,0,0.244897959183673,0.244897959183673,3,7.02455010011378e-44,1,0.258493001811677,0.258493001811677
"973",973,974,486.5,0,0,0,98,98,0,0,0,3,7.02455010011378e-44,2,5.15591926391112e-190,7.02455010011378e-44
"974",974,975,487,0,0,0,98,98,0,0,0,3,7.02455010011378e-44,2,5.15591926391112e-190,7.02455010011378e-44
"975",975,976,487.5,18,7,25,98,87,0.183673469387755,0.0804597701149425,0.264133239502698,2,0.132340772852894,6,0.0989071361694721,0.231247909022366
"976",976,977,488,0,0,0,87,87,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"977",977,978,488.5,0,0,0,87,87,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"978",978,979,489,0,0,0,87,87,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"979",979,980,489.5,30,26,56,87,83,0.344827586206897,0.313253012048193,0.658080598255089,1,0.280525587656728,1,0.258493001811677,0.539018589468405
"980",980,981,490,0,0,0,83,83,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"981",981,982,490.5,0,0,0,83,83,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"982",982,983,491,0,0,0,83,83,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"983",983,984,491.5,0,0,0,83,83,0,0,0,3,7.02455010011378e-44,2,5.15591926391112e-190,7.02455010011378e-44
"984",984,985,492,13,11,24,83,81,0.156626506024096,0.135802469135802,0.292428975159899,2,0.132340772852894,6,0.0989071361694721,0.231247909022366
"985",985,986,492.5,0,0,0,81,81,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"986",986,987,493,0,0,0,81,81,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"987",987,988,493.5,0,0,0,81,81,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"988",988,989,494,21,19,40,81,79,0.259259259259259,0.240506329113924,0.499765588373183,1,0.280525587656728,1,0.258493001811677,0.539018589468405
"989",989,990,494.5,0,0,0,79,79,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"990",990,991,495,0,0,0,79,79,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"991",991,992,495.5,0,0,0,79,79,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"992",992,993,496,0,0,0,79,79,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"993",993,994,496.5,0,0,0,79,79,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"994",994,995,497,0,0,0,79,79,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"995",995,996,497.5,0,0,0,79,79,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"996",996,997,498,0,0,0,79,79,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"997",997,998,498.5,0,0,0,79,79,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"998",998,999,499,18,28,46,79,89,0.227848101265823,0.314606741573034,0.542454842838856,1,0.280525587656728,1,0.258493001811677,0.539018589468405
"999",999,1000,499.5,16,22,38,89,95,0.179775280898876,0.231578947368421,0.411354228267297,1,0.280525587656728,1,0.258493001811677,0.539018589468405
"1000",1000,1001,500,22,8,30,95,81,0.231578947368421,0.0987654320987654,0.330344379467186,1,0.280525587656728,6,0.0989071361694721,0.379432723826201
"1001",1001,1002,500.5,0,0,0,81,81,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"1002",1002,1003,501,0,0,0,81,81,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"1003",1003,1004,501.5,15,24,39,81,90,0.185185185185185,0.266666666666667,0.451851851851852,2,0.132340772852894,1,0.258493001811677,0.39083377466457
"1004",1004,1005,502,0,0,0,90,90,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"1005",1005,1006,502.5,14,20,34,90,96,0.155555555555556,0.208333333333333,0.363888888888889,2,0.132340772852894,1,0.258493001811677,0.39083377466457
"1006",1006,1007,503,0,0,0,96,96,0,0,0,3,7.02455010011378e-44,2,5.15591926391112e-190,7.02455010011378e-44
"1007",1007,1008,503.5,11,16,27,96,101,0.114583333333333,0.158415841584158,0.272999174917492,2,0.132340772852894,6,0.0989071361694721,0.231247909022366
"1008",1008,1009,504,0,0,0,101,101,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"1009",1009,1010,504.5,34,34,68,101,101,0.336633663366337,0.336633663366337,0.673267326732673,1,0.280525587656728,1,0.258493001811677,0.539018589468405
"1010",1010,1011,505,0,0,0,101,101,0,0,0,3,7.02455010011378e-44,2,5.15591926391112e-190,7.02455010011378e-44
"1011",1011,1012,505.5,0,0,0,101,101,0,0,0,3,7.02455010011378e-44,2,5.15591926391112e-190,7.02455010011378e-44
"1012",1012,1013,506,34,12,46,101,79,0.336633663366337,0.151898734177215,0.488532397543552,1,0.280525587656728,6,0.0989071361694721,0.379432723826201
"1013",1013,1014,506.5,0,0,0,79,79,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"1014",1014,1015,507,15,15,30,79,79,0.189873417721519,0.189873417721519,0.379746835443038,2,0.132340772852894,1,0.258493001811677,0.39083377466457
"1015",1015,1016,507.5,0,0,0,79,79,0,0,0,3,7.02455010011378e-44,2,5.15591926391112e-190,7.02455010011378e-44
"1016",1016,1017,508,11,4,15,79,72,0.139240506329114,0.0555555555555556,0.194796061884669,2,0.132340772852894,6,0.0989071361694721,0.231247909022366
"1017",1017,1018,508.5,0,0,0,72,72,0,0,0,6,0.000195223214584221,5,4.03295753487198e-125,0.000195223214584221
"1018",1018,1019,509,1,2,3,72,73,0.0138888888888889,0.0273972602739726,0.0412861491628615,4,0.0269566795193272,3,0.0329385147723402,0.0598951942916675
"1019",1019,1020,509.5,0,0,0,73,73,0,0,0,3,7.02455010011378e-44,2,5.15591926391112e-190,7.02455010011378e-44
"1020",1020,1021,510,0,0,0,73,73,0,0,0,3,7.02455010011378e-44,2,5.15591926391112e-190,7.02455010011378e-44
"1021",1021,1022,510.5,24,35,59,73,84,0.328767123287671,0.416666666666667,0.745433789954338,1,0.280525587656728,1,0.258493001811677,0.539018589468405
"1022",1022,1023,511,0,0,0,84,84,0,0,0,3,7.02455010011378e-44,2,5.15591926391112e-190,7.02455010011378e-44
"1023",1023,1024,511.5,9,9,18,84,84,0.107142857142857,0.107142857142857,0.214285714285714,2,0.132340772852894,6,0.0989071361694721,0.231247909022366
"1024",1024,1025,512,0,0,0,84,84,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"1025",1025,1026,512.5,0,0,0,84,84,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"1026",1026,1027,513,23,40,63,84,101,0.273809523809524,0.396039603960396,0.66984912776992,1,0.280525587656728,1,0.258493001811677,0.539018589468405
"1027",1027,1028,513.5,0,0,0,101,101,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"1028",1028,1029,514,0,0,0,101,101,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"1029",1029,1030,514.5,18,25,43,101,108,0.178217821782178,0.231481481481481,0.40969930326366,2,0.132340772852894,1,0.258493001811677,0.39083377466457
"1030",1030,1031,515,0,0,0,108,108,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"1031",1031,1032,515.5,0,0,0,108,108,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"1032",1032,1033,516,40,46,86,108,114,0.37037037037037,0.403508771929825,0.773879142300195,1,0.280525587656728,1,0.258493001811677,0.539018589468405
"1033",1033,1034,516.5,0,0,0,114,114,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"1034",1034,1035,517,0,0,0,114,114,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"1035",1035,1036,517.5,0,0,0,114,114,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"1036",1036,1037,518,0,0,0,114,114,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"1037",1037,1038,518.5,52,23,75,114,85,0.456140350877193,0.270588235294118,0.726728586171311,1,0.280525587656728,1,0.258493001811677,0.539018589468405
"1038",1038,1039,519,0,0,0,85,85,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"1039",1039,1040,519.5,0,0,0,85,85,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"1040",1040,1041,520,0,0,0,85,85,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"1041",1041,1042,520.5,0,0,0,85,85,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"1042",1042,1043,521,39,25,64,85,71,0.458823529411765,0.352112676056338,0.810936205468103,1,0.280525587656728,1,0.258493001811677,0.539018589468405
"1043",1043,1044,521.5,0,0,0,71,71,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"1044",1044,1045,522,0,0,0,71,71,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"1045",1045,1046,522.5,0,0,0,71,71,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"1046",1046,1047,523,24,12,36,71,59,0.338028169014085,0.203389830508475,0.541417999522559,1,0.280525587656728,1,0.258493001811677,0.539018589468405
"1047",1047,1048,523.5,0,0,0,59,59,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"1048",1048,1049,524,0,0,0,59,59,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"1049",1049,1050,524.5,0,0,0,59,59,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"1050",1050,1051,525,0,0,0,59,59,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"1051",1051,1052,525.5,25,0,25,59,34,0.423728813559322,0,0.423728813559322,1,0.280525587656728,8,0,0.280525587656728
"1052",1052,1053,526,0,0,0,34,34,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"1053",1053,1054,526.5,0,0,0,34,34,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"1054",1054,1055,527,0,0,0,34,34,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"1055",1055,1056,527.5,0,0,0,34,34,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"1056",1056,1057,528,0,0,0,34,34,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"1057",1057,1058,528.5,0,0,0,34,34,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"1058",1058,1059,529,0,0,0,34,34,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"1059",1059,1060,529.5,0,0,0,34,34,0,0,0,3,7.02455010011378e-44,2,5.15591926391112e-190,7.02455010011378e-44
"1060",1060,1061,530,0,2,2,34,36,0,0.0555555555555556,0.0555555555555556,3,7.02455010011378e-44,6,0.0989071361694721,0.0989071361694721
"1061",1061,1062,530.5,0,0,0,36,36,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"1062",1062,1063,531,0,0,0,36,36,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"1063",1063,1064,531.5,0,0,0,36,36,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"1064",1064,1065,532,0,0,0,36,36,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"1065",1065,1066,532.5,0,0,0,36,36,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"1066",1066,1067,533,0,0,0,36,36,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"1067",1067,1068,533.5,0,0,0,36,36,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"1068",1068,1069,534,0,0,0,36,36,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"1069",1069,1070,534.5,0,0,0,36,36,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"1070",1070,1071,535,0,0,0,36,36,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"1071",1071,1072,535.5,0,0,0,36,36,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"1072",1072,1073,536,0,0,0,36,36,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"1073",1073,1074,536.5,0,0,0,36,36,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"1074",1074,1075,537,0,0,0,36,36,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"1075",1075,1076,537.5,0,0,0,36,36,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"1076",1076,1077,538,0,0,0,36,36,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"1077",1077,1078,538.5,0,0,0,36,36,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"1078",1078,1079,539,0,0,0,36,36,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"1079",1079,1080,539.5,0,0,0,36,36,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"1080",1080,1081,540,0,0,0,36,36,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"1081",1081,1082,540.5,0,0,0,36,36,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"1082",1082,1083,541,24,17,41,36,29,0.666666666666667,0.586206896551724,1.25287356321839,1,0.280525587656728,1,0.258493001811677,0.539018589468405
"1083",1083,1084,541.5,0,0,0,29,29,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
